MT-CO1	COX1
SLC30A7	MSC2
DNAJC1	ZUO1
CPOX	HEM13
SF3A3	PRP9
NCAPH	BRN1
PCCA	DUR1,2
NAT10	KRE33
RAC3	CDC42
TUBGCP3	SPC98
CYP26C1	ERG11
SLC25A11	DIC1
MAP4K3	KIC1
ATP5G1	OLI1
KTI12	KTI12
CDK9	CTK1
ACTG1	ACT1
CAB39	HYM1
HNRNPA3	HRP1
CYB5R3	CBR1
CYB5R3	PGA3
ACTR1A	ARP1
RP11-599B13.6	SNC2
RP11-599B13.6	SNC1
VAMP2	SNC2
VAMP2	SNC1
HIST2H2BF	HTB1
LCMT2	PPM2
CNNM3	MAM3
NFYA	HAP2
GNAL	GPA1
RMND5B	RMD5
WDR61	PRP4
PRELID2	UPS2
PRELID2	UPS3
NIM1K	SNF1
CRLS1	CRD1
NAPSA	PEP4
TMED7	EMP24
AGPAT4	CST26
GGTLC3	ECM38
SNRPD1	SMD1
ARF6	ARF2
FARSB	FRS1
NIPBL	SCC2
MSRA	MXR1
AP3S2	APS3
RCOR3	SNT1
CDC40	CDC40
MRM1	MRM1
SEC62	SEC62
ZNF622	REI1
ZNF622	REH1
ZNF366	PZF1
HSCB	JAC1
CLK1	KNS1
MAP2K2	PBS2
CTB-127M13.1	FAA2
DPYSL4	DAL1
SLC12A9	VHC1
ATP6V0A1	STV1
ATP6V0A1	VPH1
EIF2D	TMA64
VPS18	PEP3
PLCG1	PLC1
SNX6	VPS5
TRMU	SLM3
CDC34	UBC7
CHP2	CNB1
PUS7L	PUS7
EIF3C	NIP1
TCERG1L	PRP40
SUCLG2	LSC2
WDR3	DIP2
SLC4A11	BOR1
TMED2	EMP24
MYLK2	MEK1
BECN2	VPS30
RPL18A	RPL20A
RPL18A	RPL20B
RAB5B	YPT53
RAB5B	VPS21
NAA15	NAT1
UBE2V1	MMS2
AZIN2	SPE1
ACTR5	ARP5
ALG10B	DIE2
CDC16	CDC16
RAB5A	YPT53
RAB5A	VPS21
EPT1	CPT1
EPT1	EPT1
TUBB4B	TUB2
CHMP1B	DID2
POLR1E	RPA49
IPO8	NMD5
IPO8	SXM1
SLC25A3	PIC2
PAK6	STE20
CRMP1	DAL1
RPL27	RPL27B
OSBPL9	OSH7
OSBPL9	OSH6
DTD1	DTD1
COPG1	SEC21
PRKCB	PKC1
UBE2L6	UBC4
NFXL1	FAP1
EXOSC10	RRP6
ATE1	ATE1
REXO2	REX2
PIGQ	GPI1
OTUD6A	OTU2
DDX23	PRP28
KDM6A	CYC8
DRG2	RBG2
CSNK1A1	HRR25
PRPF40A	PRP40
PSKH1	CMK1
PSKH1	CMK2
SENP3	ULP1
SIK3	SNF1
RPL7	RPL7B
SMC6	SMC6
PNPLA6	NTE1
SLC30A5	MSC2
ADH7	SFA1
GFPT1	GFA1
ARL4D	ARF1
TMEM165	GDT1
SLC12A3	VHC1
MSH3	MSH3
PRDX4	TSA2
PRDX4	TSA1
RAB10	SEC4
EP400	SWR1
SFXN2	FSF1
USP31	UBP12
EXOSC6	SKI6
MTHFR	MET13
GTF2H3	TFB4
UPRT	FUR1
HHATL	GUP1
HHATL	GUP2
NUP98	NUP145
KCNIP2	FRQ1
DIMT1	DIM1
RHOG	CDC42
RAB2A	YPT31
RAB2A	YPT32
RPS28	RPS28A
CPSF4L	YTH1
NVL	RIX7
USP7	UBP15
ABHD15	EEB1
ABHD15	EHT1
FOXP2	FKH2
FOXP2	FKH1
FOXP2	FHL1
PABPC1L2B	PAB1
CAPZA3	CAP1
USP6NL	MSB3
USP6NL	MSB4
USP17L10	UBP8
NIF3L1	NIF3
PABPC1L2A	PAB1
ARL6	ARF3
SNX32	VPS5
ATP6V0D1	VMA6
DNLZ	ZIM17
TIMM13	TIM13
TBC1D4	GYP5
TBC1D4	GYL1
PI4KB	PIK1
MLH3	MLH3
USP17L17	UBP8
SNRK	KIN1
SNRK	KIN2
BACE2	PEP4
RPL39L	RPL39
MTIF2	IFM1
MRPL3	MRPL9
COQ5	COQ5
ATP13A2	YPK9
SETDB2	SET2
GOT1	AAT2
ARF5	ARF2
RP11-1012A1.4	ENV9
DDX60	MTR4
PFDN2	GIM4
SLC9A4	NHX1
MED6	MED6
SOS1	CDC25
ENTPD3	YND1
SNRNP35	SNP1
NFYC	HAP5
TRNAU1AP	NGR1
TRNAU1AP	NAM8
MEF2D	SMP1
AP2B1	APL2
DHX37	ECM16
PRKG1	TPK2
PRKG1	TPK1
WDFY4	BPH1
AP3S1	APS3
TSTD3	RDL1
TSTD3	RDL2
VAPB	SCS22
VAPB	SCS2
GTPBP3	MSS1
AKR1E2	GRE3
NAGS	ARG5,6
ACOX3	POX1
DDI2	DDI1
DPH5	DPH5
EIF4A1	FAL1
AP1G1	APL4
LRRC9	SDS22
GATA2	GZF3
GATA2	GAT1
GATA2	DAL80
GATA2	GLN3
NME3	YNK1
PDIA3	PDI1
PDIA3	EUG1
RANBP10	VID30
ACTR1B	ARP1
SFN	BMH1
SFN	BMH2
ACSM2B	ACS1
ACSM2B	ACS2
PYGL	GPH1
AHCYL2	SAH1
RAB26	SEC4
BCKDHB	PDB1
RP4-539M6.19	SEC14
STRIP1	FAR11
PRDX1	TSA2
PRDX1	TSA1
ENTHD1	ENT3
PAK3	STE20
RAB3B	YPT1
LEPROTL1	VPS55
EIF4G2	TIF4632
EIF4G2	TIF4631
OAT	CAR2
KPNA5	SRP1
DNM1L	VPS1
DNM1L	DNM1
TRMT2A	TRM2
TLN1	SLA2
CSNK2B	CKB2
TIMM9	TIM9
CHD1	CHD1
FRYL	TAO3
ABCC6	YCF1
LIPJ	TGL1
TBC1D8B	MDR1
ALDH1A2	ALD4
WT1	MIG1
WT1	MIG2
WT1	MIG3
RABGGTA	BET4
ASCC3	SLH1
ANAPC10	DOC1
ISCU	ISU1
ISCU	ISU2
DDX10	HCA4
CSNK2A1	CKA2
EPS15L1	EDE1
TKFC	DAK2
TKFC	DAK1
KAT7	ESA1
NME5	YNK1
HPCAL1	FRQ1
POLE4	HAP5
PRKAG3	SNF4
MYB	BAS1
RFT1	RFT1
ALDH8A1	ALD5
ALDH8A1	ALD6
ALDH8A1	ALD2
USP17L22	UBP8
UBE2G2	UBC7
SLC3A1	IMA5
SLC3A1	MAL32
SLC3A1	IMA3
SLC3A1	IMA4
SLC3A1	MAL12
SLC3A1	IMA2
HECW2	RSP5
DIS3L2	DIS3
PRKAB2	SIP2
PRKAB2	GAL83
HIST1H2AI	HTA2
ZDHHC8	ERF2
RBM39	NOP13
RP11-212D19.4	HSH49
MYL3	MLC1
DCXR	SPS19
RPL11	RPL11A
OGG1	OGG1
MED7	MED7
BTRC	MET30
RND2	RHO1
RP11-426L16.10	RHO1
IPO4	KAP123
ACSL4	FAA2
CHIA	CTS2
ZDHHC5	ERF2
CCNE1	CLB4
CCNE1	CLB6
CCNE1	CLB5
CCNE1	CLB1
CCNE1	CLB2
CCNE1	CLB3
HIRA	HIR1
PAPOLA	PAP1
DHX8	PRP22
ACSS1	ACS1
ACSS1	ACS2
RRAGC	GTR2
RAB19	YPT31
RAB19	YPT32
CTSE	PEP4
FAAH	AMD2
USP1	UBP13
USP1	UBP9
WARS2	MSW1
CHCHD10	MIX17
AMPD1	AMD1
RP11-287D1.3	ALF1
SUGT1	SGT1
SENP6	ULP2
RPS6KA4	YPK1
RPS6KA4	YPK2
RPS6KA4	SCH9
STK4	SPS1
SEPT12	CDC10
IDH1	IDP1
TSR1	TSR1
ERCC6L	RAD26
FKBP4	FPR1
HAGH	GLO2
HAGH	GLO4
STX7	PEP12
ATP10A	DRS2
BRD3	BDF1
BRD3	BDF2
POLR2F	RPO26
AP3M1	APM1
PDPR	GCV1
TBC1D16	GYP7
ABCC5	BPT1
EEFSEC	TUF1
SRSF7	NPL3
FTSJ1	TRM7
RPLP2	RPP2B
RPLP2	RPP2A
SMURF1	RSP5
PTPRN2	PTP1
TBC1D3G	MSB3
TBC1D3G	MSB4
RPL38	RPL38
WDR5B	PRP4
RPS13	RPS13
CHI3L2	CTS2
HIST1H2BD	HTB1
HIST1H2BF	HTB1
RAB4B	YPT31
RAB4B	YPT32
STX1B	SSO1
STX1B	SSO2
TM9SF3	EMP70
TM9SF3	TMN2
SRF	ARG80
SRF	MCM1
ACAT2	ERG10
ISY1	ISY1
APEX2	APN2
CCNE2	CLB4
CCNE2	CLB6
CCNE2	CLB5
CCNE2	CLB1
CCNE2	CLB2
CCNE2	CLB3
GNL2	NOG2
CTH	CYS3
UBR1	UBR2
UBR1	UBR1
PTPA	RRD2
VARS2	VAS1
ATP6V0C	VMA3
NUS1	NUS1
NMNAT3	NMA2
NMNAT3	NMA1
ALDH1L2	ALD4
CROT	CAT2
EHD1	EDE1
PDCL	PLP2
SEH1L	SEH1
HIST1H3D	HHT1
HIST1H3D	HHT2
UBXN2B	SHP1
H2AFB3	HTA1
MAP1LC3B2	ATG8
NMNAT2	NMA2
NMNAT2	NMA1
MTHFD2	ADE3
HSD17B10	SPS19
NME4	YNK1
HIST1H4D	HHF1
HIST1H4D	HHF2
ADH5	SFA1
DDX59	PRP28
ZRANB3	MOT1
NACAD	EGD2
UBE2G1	UBC7
PNO1	PNO1
FOXO1	HCM1
GTF2A2	TOA2
LRRC49	SDS22
GGPS1	BTS1
IPO13	MTR10
RP11-343C2.11	VPS4
SLC2A3	VPS73
MON1A	MON1
CDC45	CDC45
USP17L26	UBP8
RHOU	CDC42
SBF2	YMR1
CERKL	LCB4
CERKL	LCB5
PYCRL	PRO3
GTF2H4	TFB2
RECQL4	SGS1
EHMT2	SET2
RHEB	RHB1
CHEK2	RAD53
HAAO	BNA1
ISCA1	ISA1
UBE2L5P	UBC4
COG6	COG6
RND3	RHO1
VPS25	VPS25
CORO2A	CRN1
USP17L5	UBP8
MTRF1L	MRF1
TRMT2B	TRM2
MPV17	SYM1
RAB11B	YPT31
RAB11B	YPT32
SMARCAD1	FUN30
MARCH8	SSM4
MYO5A	MYO2
ING4	PHO23
SMPDL3A	PPN1
IQGAP1	IQG1
CFL2	COF1
OSBPL10	OSH7
OSBPL10	OSH6
CACNA1D	CCH1
HSPD1	HSP60
STRN3	COP1
RGPD6	YRB1
DARS	DPS1
DHRS7	LYS2
MAP3K15	BCK1
MAP3K15	STE11
UNG	UNG1
FHIT	HNT2
MYO1F	MYO5
MYO1F	MYO3
YTHDC1	PHO92
IREB2	ACO1
ATAD1	MSP1
PANK3	CAB1
ALG8	ALG8
PDHB	PDB1
SGSM2	GYP7
PRDM16	MSN2
PRDM16	MSN4
PRDM16	COM2
CEBPZ	MAK21
PIGK	GPI8
SNX1	VPS5
ZNF146	AZF1
HDAC9	HDA1
PKM	PYK2
PKM	CDC19
SNX10	SNX3
CNNM1	MAM3
PIM1	PSK1
PIM1	PSK2
ZDHHC16	PFA3
GFPT2	GFA1
PPP5C	PPT1
PEX6	PEX6
USP17L25	UBP8
GOT1L1	AAT2
SLC9A9	NHX1
GTF2H1	TFB1
RPS6KB1	YPK1
RPS6KB1	YPK2
RPS6KB1	SCH9
EIF4G3	TIF4632
EIF4G3	TIF4631
MAPK7	FUS3
MAPK7	KSS1
CDKL4	KIN28
CAMKK1	TOS3
CAMKK1	SAK1
MTMR4	YMR1
RAP1B	RSR1
CDY2B	ECI1
CDY2B	DCI1
OGDHL	KGD1
PLCE1	PLC1
TBC1D28	MSB3
TBC1D28	MSB4
HIST1H2BB	HTB1
SLC25A5	PET9
SLC25A5	AAC3
SLC25A5	AAC1
LIAS	LIP5
DNAJB13	SIS1
MYO3B	MYO2
FKBP3	FPR1
CALML6	CMD1
CUL4B	CDC53
DDX17	DBP2
LIPN	TGL1
TCP11L2	SOK1
DDB1	RSE1
PPIA	CPR3
PPIA	CPR1
C8orf44-SGK3	YPK1
C8orf44-SGK3	YPK2
C8orf44-SGK3	SCH9
GALT	GAL7
STIP1	STI1
SETD1A	SET1
USP20	UBP5
USP20	DOA4
XPNPEP3	ICP55
PQLC2L	YPQ1
PQLC2L	RTC2
PQLC2L	YPQ2
UNC50	GMH1
RAP1A	RSR1
KIF4A	KIP3
TRAPPC2	TRS20
CDK13	CTK1
TCEA3	DST1
ARL5C	ARF3
KPNA6	SRP1
DAPK2	MEK1
TVP23A	TVP23
KIN	RTS2
IQSEC3	SEC7
RP11-295P9.13	PRP18
SCFD1	SLY1
IPO7	NMD5
IPO7	SXM1
MEIS2	CUP9
MEIS2	TOS8
RND1	RHO1
ARHGDIG	RDI1
OXSM	CEM1
DCUN1D5	DCN1
HARS	HTS1
CYP46A1	ERG11
ACTL6B	ARP1
TOX	POB3
SLC25A33	RIM2
RRP1B	RRP1
EVI5	GYP5
EVI5	GYL1
FDFT1	ERG9
ARHGDIA	RDI1
SEPT7	CDC10
HSP90B1	HSC82
ARL1	ARL1
GNAQ	GPA2
FBXL20	GRR1
TMEM30B	LEM3
TMEM30B	CDC50
PSMB8	PRE2
FKBP9	FPR2
GSK3B	RIM11
GSK3B	MRK1
MYH3	MYO1
NSUN6	NOP2
ATP6V1C1	VMA5
DHRSX	ENV9
CRNKL1	CLF1
ATP2B2	PMC1
ELOVL5	ELO2
ELOVL5	ELO1
ELOVL5	ELO3
RPL29	RPL29
MCM3AP	SAC3
DGAT2L6	DGA1
USP18	UBP15
UBE2D2	UBC4
PSMA7	PRE6
STRIP2	FAR11
KIF2C	KIP3
ADSS	ADE12
GCSH	GCV3
CWF19L1	DRN1
DPH7	RRT2
TEX261	SVP26
SIRT1	HST1
SIRT1	SIR2
RPL5	RPL5
RP11-146B14.1	GIS1
RP11-146B14.1	RPH1
RALGPS1	CDC25
CPA6	ECM14
USP32	UBP12
QKI	MSL5
MYH6	MYO1
ARF3	ARF2
NFS1	NFS1
SLC3A2	IMA1
LIPM	TGL1
HIST1H3A	HHT1
HIST1H3A	HHT2
CHMP2B	DID4
CPA1	ECM14
UBXN7	UBX5
EDEM3	MNL1
HIST1H2BJ	HTB1
GTF2E1	TFA1
NIP7	NIP7
ACSM6	ACS1
ACSM6	ACS2
RPL22	RPL22B
RPL22	RPL22A
HNRNPAB	HRP1
UBE3A	HUL4
BMS1	BMS1
GUCA1B	FRQ1
PUS1	PUS1
PUS1	PUS2
ARFGAP1	SPS18
ARFGAP1	GCS1
ETNK1	CKI1
ETNK1	EKI1
H2AFB2	HTA1
PLPP4	DPP1
DNAJC5B	SIS1
CHAF1B	CAC2
EARS2	MSE1
THADA	TRM732
LIPT2	LIP2
CPSF3	YSH1
EXOSC2	RRP4
NEMF	TAE2
PUM1	PUF3
RFC2	RFC4
KIAA2022	REV3
SETDB1	SET2
SLC2A6	ITR1
SLC2A6	ITR2
ACAP1	AGE2
EEF1D	EFB1
PIGA	SPT14
KDM6B	CYC8
NF1	IRA2
NF1	IRA1
SLC38A6	AVT2
ATP4A	PMR1
UQCRFS1	RIP1
ACTL9	ARP1
PAN2	PAN2
MAP4K4	KIC1
POLR3K	RPC11
FOXK2	FKH2
FOXK2	FKH1
FOXK2	FHL1
TUBA8	TUB3
SMC1A	SMC1
HIST2H3A	HHT1
HIST2H3A	HHT2
PYCR1	PRO3
SLC35C2	YMD8
ABCG2	ADP1
IMMP1L	IMP1
HACD2	PHS1
IWS1	SPN1
KIF1B	KIP1
KIF1B	CIN8
NEDD4	RSP5
SLC39A4	YKE4
RASGRF1	CDC25
CCNC	SSN8
STK32B	YPK3
STK32B	DBF20
STK32B	RIM15
STK32B	DBF2
PLCG2	PLC1
FPGS	MET7
SNX11	SNX3
PPM1G	PTC4
ABHD3	EEB1
ABHD3	EHT1
RAB8A	SEC4
POLR2K	RPC10
EIF5A2	HYP2
H2BFWT	HTB2
KIF5B	KIP2
DPYS	DAL1
ACSM4	ACS1
ACSM4	ACS2
COX11	COX11
SMAP2	AGE2
BTF3L4	EGD1
BTF3L4	BTT1
PA2G4	MAP2
CALML3	CMD1
PAQR4	IZH2
PAQR4	IZH1
TCIRG1	STV1
TCIRG1	VPH1
UBE2E3	UBC4
KDM5B	JHD2
EIF2S2	SUI3
RCL1	RCL1
MTMR2	YMR1
SLC25A24	LEU5
CDK19	SSN3
COPS2	RPN6
GCLC	GSH1
KATNAL2	VPS4
PHF14	SNT2
ATXN2L	PBP1
LETM2	MDM38
LETM2	YLH47
ALG1L	ALG1
USP17L19	UBP8
PTPRO	PTP1
NEK11	KIN3
SERGEF	SRM1
ZNF710	PZF1
CDK17	PHO85
RAB28	TEM1
SNX12	SNX3
SNX30	SNX4
STT3A	STT3
BCORL1	HOS4
RAB6C	YPT6
STARD8	LRG1
SGSM1	GYP7
NOVA1	PBP2
TKT	TKL1
COPS5	RRI1
EPS15	EDE1
UTP14A	UTP14
RCOR2	SNT1
KDM7A	JHD1
EXOC6B	SEC15
OSGEPL1	QRI7
PNP	PNP1
CALM1	CMD1
SLC38A5	AVT2
MPST	TUM1
PRKCA	PKC1
SLX1A	SLX1
SLC4A7	BOR1
CLK2	KNS1
NOL6	UTP22
WDR59	MTC5
PIGW	GWT1
NPC1L1	NCR1
PRMT2	HMT1
LYST	BPH1
FAF1	UBX3
SLC27A6	FAT1
AACS	ACS1
AACS	ACS2
RPLP0	RPP0
PRMT8	HMT1
NTHL1	NTG2
NTHL1	NTG1
RP11-162P23.2	ALD4
TRAPPC1	BET5
UTY	CYC8
METTL1	TRM8
RP11-49K24.6	YOS1
ARHGAP23	BEM2
MAPRE2	BIM1
SNRNP40	PRP4
HDAC3	RPD3
OLA1	OLA1
SLC12A5	VHC1
MRPL36	RTC6
FBXL14	GRR1
DPH3	KTI11
PSMB3	PUP3
UTP20	UTP20
CCNK	SSN8
RP11-548K23.11	LSB6
H2AFZ	HTZ1
WDR44	DGR2
RRS1	RRS1
ATP6V1E1	VMA4
FBXW11	MET30
PAPSS2	MET14
RPL22L1	RPL22B
RPL22L1	RPL22A
DHRS2	SPS19
SEC11C	SEC11
PIGS	GPI17
PDK3	PKP1
KIF21B	KIP3
PSMA6	SCL1
PDCD6IP	RIM20
EIF1B	SUI1
ZDHHC11B	ERF2
RHOB	RHO1
ATP1A3	PMR1
PHKG2	DUN1
WDFY1	VPS27
CCT2	CCT2
ULK4	ATG1
BCOR	HOS4
PPIP5K2	VIP1
KAT8	ESA1
STK36	ATG1
PFKFB1	FBP26
MTMR3	YMR1
RAB29	YPT7
SERINC2	TMS1
IQSEC1	SEC7
COPG2	SEC21
TAF6	TAF6
PPIP5K1	VIP1
MESDC1	SLA2
PTCH2	NCR1
HDAC11	HOS2
HDAC11	HOS1
TUBA1C	TUB3
DDI1	DDI1
XPO1	CRM1
ENPP7	NPP1
ENPP7	NPP2
NCBP2L	CBC2
ATP11A	DRS2
TRPS1	GZF3
TRPS1	GAT1
TRPS1	DAL80
TRPS1	GLN3
DHPS	DYS1
MON2	MON2
KLF7	FZF1
TAF5	TAF5
TOP2B	TOP2
YARS2	MSY1
PARS2	AIM10
USP17L30	UBP8
ULK2	ATG1
USP35	UBP13
USP35	UBP9
SGK494	YPK3
SGK494	DBF20
SGK494	RIM15
SGK494	DBF2
RPL12	RPL12B
RPL12	RPL12A
AP4M1	APM1
SETD6	RKM4
TOX2	POB3
VAV3	CDC24
RNF103-CHMP3	VPS24
RAB36	YPT6
ADH1C	SFA1
KLF15	FZF1
DPYSL2	DAL1
KYAT1	BNA3
MUS81	MUS81
MTRF1	MRF1
JADE1	NTO1
FKBP2	FPR2
MAPKAPK5	RCK2
MAPKAPK5	RCK1
SEC14L2	SEC14
SLC39A13	YKE4
AMPD3	AMD1
CTPS1	URA8
OSBP2	OSH2
OSBP2	SWH1
ALKBH8	TRM9
ABCD1	PXA1
CAT	CTA1
AP1M2	APM1
EGR2	MIG1
EGR2	MIG2
EGR2	MIG3
MAP2K7	PBS2
UCHL3	YUH1
NADK	UTR1
PIP5KL1	MSS4
YIPF7	YIP1
RPS4Y2	RPS4A
RPS4Y2	RPS4B
EIF2B1	GCN3
EXOSC3	RRP40
NMNAT1	NMA2
NMNAT1	NMA1
CPVL	PRC1
RNF7	HRT1
ARHGAP19	LRG1
PCSK9	PRB1
PCSK9	YSP3
PCSK9	RRT12
VRK2	YCK1
VRK2	YCK2
VRK2	YCK3
CDK4	CDC28
RNASEH1	RNH1
CDY2A	ECI1
CDY2A	DCI1
JARID2	JHD2
HCCS	CYC3
SUCO	SLP1
CAMK2A	CMK1
CAMK2A	CMK2
ATP1A1	PMR1
TBC1D30	MDR1
UCP3	DIC1
HNRNPK	PBP2
PRMT3	HMT1
SEC11A	SEC11
USP19	UBP12
TSTD1	RDL1
TSTD1	RDL2
DXO	RAI1
PICALM	YAP1801
PICALM	YAP1802
SDS	CHA1
UXS1	GAL10
PGM1	PGM1
TGIF1	CUP9
TGIF1	TOS8
GATA1	GZF3
GATA1	GAT1
GATA1	DAL80
GATA1	GLN3
IPMK	KCS1
OXA1L	OXA1
VPS4B	VPS4
ATG16L1	UTP13
IMPA1	INM2
IMPA1	INM1
PRPF18	PRP18
ASL	ARG4
ESF1	ESF1
PRPS2	PRS3
PRPS2	PRS4
PRPS2	PRS2
PPA1	IPP1
NSFL1C	SHP1
CSTF2T	RNA15
DNAJC3	SIS1
GCA	PEF1
FKBP5	FPR1
DHCR7	ERG24
ZNFX1	SEN1
MSRB3	MXR2
SNF8	SNF8
NAA20	NAT3
LGMN	GPI8
TALDO1	NQM1
TALDO1	TAL1
STX12	PEP12
CYTH4	SEC7
SORCS1	PEP1
SORCS1	VTH1
SORCS1	VTH2
PDHA2	PDA1
RPSA	RPS0A
PHF8	JHD1
H3F3A	HHT1
H3F3A	HHT2
PRPF39	PRP39
TUBD1	TUB4
ORC5	ORC5
SEPT4	CDC10
CDY1B	ECI1
CDY1B	DCI1
RFX4	RFX1
UBE2M	UBC12
ATP1A2	PMR1
DOLPP1	CAX4
GDI2	GDI1
KDM2B	JHD1
CBR4	SPS19
PRMT9	HMT1
NPEPPS	APE2
NPEPPS	AAP1
RHOBTB2	RHO1
SLC39A12	YKE4
MAPK3	FUS3
MAPK3	KSS1
TOMM70	TOM71
TOMM70	TOM70
MDH2	MDH1
RPL8	RPL2B
RPL8	RPL2A
REXO4	REX4
RGPD8	YRB1
CHMP4B	SNF7
ACTR8	ARP8
HK3	GLK1
HK3	HXK2
WEE1	SWE1
RAC2	CDC42
KIF17	KIP1
KIF17	CIN8
MPC1	MPC1
HORMAD2	HOP1
ZDHHC13	AKR1
ZDHHC13	AKR2
EIF5AL1	HYP2
ACBD7	ACB1
KIF13A	KIP1
KIF13A	CIN8
ALG9	ALG9
ACO2	ACO1
AKR1C2	GRE3
GNAO1	GPA2
HLTF	RAD16
SMPDL3B	PPN1
RFC4	RFC2
KDM4D	GIS1
KDM4D	RPH1
UBA3	UBA3
RAD51B	RAD51
MVK	ERG12
POMT1	PMT1
POMT1	PMT5
SRSF4	NPL3
ORC2	ORC2
AGPAT2	SLC1
PSMC5	RPT6
HSD17B1	LYS2
SPR	IRC24
CTBP1	SER33
MECOM	MSN2
MECOM	MSN4
MECOM	COM2
ATP7B	CCC2
ORC1	ORC1
ORC1	SIR3
UTP3	SAS10
POLR2A	RPO31
PDS5B	PDS5
PGAM2	GPM1
OPHN1	BEM2
PEMT	OPI3
AC007040.11	SVP26
MSH2	MSH2
THNSL1	THR4
NPLOC4	NPL4
DDX55	SPB4
DOPEY2	DOP1
DCAF13	SOF1
WDR76	CMR1
DDX19B	DBP5
CHAT	CAT2
TUBA1A	TUB3
CNOT9	CAF40
HIST2H3D	HHT1
HIST2H3D	HHT2
VAMP4	SNC2
VAMP4	SNC1
FOXQ1	FKH2
FOXQ1	FKH1
FOXQ1	FHL1
WDHD1	CTF4
SLC25A27	DIC1
MOCS3	UBA4
VPS52	VPS52
TCEB1	ELC1
IQCA1	YTA6
IQCA1	SAP1
ZXDC	ACE2
ZXDC	SWI5
MAST2	FPK1
MAST2	KIN82
RBM11	HSH49
CNIH3	ERV14
CNIH3	ERV15
CYCS	CYC7
CYCS	CYC1
NUBP2	CFD1
OGDH	KGD1
DNAJC5G	SIS1
RMND5A	RMD5
SOD2	SOD2
SRGAP1	RGA1
SRGAP1	RGA2
CYB5R1	CBR1
CYB5R1	PGA3
STX4	SSO1
STX4	SSO2
SAR1B	SAR1
PBLD	YHI9
SDSL	CHA1
GGA1	GGA2
GGA1	GGA1
FKBP7	FPR2
EEF1B2	EFB1
REEP3	YOP1
C6orf52	NGR1
C6orf52	NAM8
RPL37	RPL37A
NLN	PRD1
ABCC9	BPT1
SEC22A	SEC22
WDR4	TRM82
RAB1B	YPT1
ATP5G2	OLI1
MTM1	YMR1
SLC25A28	MRS3
SLC25A28	MRS4
ZDHHC1	ERF2
SERINC3	TMS1
ZNF593	BUD20
RAB39B	YPT31
RAB39B	YPT32
MAT1A	SAM1
AGPAT1	SLC1
CAMK1D	CMK1
CAMK1D	CMK2
ALDH7A1	ALD4
PABPC1	PAB1
SUB1	SUB1
STRN4	COP1
DDX11	CHL1
MOB1B	MOB1
SMARCC1	SWI3
BRPF1	NTO1
HMGCS2	ERG13
SOS2	CDC25
ABCF3	GCN20
TSEN2	SEN2
RHOH	CDC42
PPP3CC	CMP2
PPP3CC	CNA1
CAMK1G	CMK1
CAMK1G	CMK2
RAB40B	SEC4
SLC12A8	VHC1
POLR2J	RPB11
ABCG4	ADP1
CATSPER1	CCH1
RTF1	RTF1
ICMT	STE14
RARS	MSR1
ERCC3	SSL2
ANKZF1	VMS1
MARK4	SNF1
SLC30A3	ZRC1
SLC30A3	COT1
SCO2	SCO2
SCO2	SCO1
REV3L	REV3
TRMT1L	TRM1
TXNDC5	MPD1
PCSK2	KEX2
USP15	UBP12
DOT1L	DOT1
XXbac-BPG246D15.9	MDL2
XXbac-BPG246D15.9	MDL1
PCSK6	KEX2
DPH6	DPH6
KATNA1	VPS4
MAST4	FPK1
MAST4	KIN82
TLK1	MPS1
MCM3	MCM3
RHPN1	RIM20
CTC-435M10.3	PDA1
CETN1	CDC31
EIF2B3	GCD1
PRPS1	PRS3
PRPS1	PRS4
PRPS1	PRS2
DNAJA4	YDJ1
SETD1B	SET1
SLC39A6	YKE4
TIMM10	TIM10
SBDS	SDO1
MCM10	MCM10
POLR2L	RPB10
MOGAT2	DGA1
NCAPG	YCG1
ALAS1	HEM1
ALPL	PHO8
BCKDHA	PDA1
DNAJA3	MDJ1
NEK10	KIN3
HSPH1	SSE2
HEATR5A	LAA1
PIP4K2B	MSS4
SNX4	SNX4
PPIAL4D	CPR3
PPIAL4D	CPR1
SNX7	SNX4
ELP2	ELP2
CKS2	CKS1
AP000304.12	ATP5
MRPL15	MRPL10
PPP3CA	CMP2
PPP3CA	CNA1
XPOT	LOS1
AGPAT3	CST26
SPATA5	AFG2
CHKB	CKI1
CHKB	EKI1
CCDC130	YJU2
SIK2	SNF1
SLC12A4	VHC1
PRPF8	PRP8
USP17L15	UBP8
STK32A	YPK3
STK32A	DBF20
STK32A	RIM15
STK32A	DBF2
TTC4	CNS1
RRP9	RRP9
SLC25A6	PET9
SLC25A6	AAC3
SLC25A6	AAC1
HRAS	RAS1
HRAS	RAS2
POP4	POP4
BIVM-ERCC5	RAD2
CLIP1	NIP100
RAN	GSP2
RAN	GSP1
KIF1C	KIP1
KIF1C	CIN8
ATP2A3	PMR1
SGK2	YPK1
SGK2	YPK2
SGK2	SCH9
CDKL1	KIN28
TTF2	ULS1
TTF2	RAD5
NRK	KIC1
KLF5	FZF1
VPS33A	VPS33
IQGAP3	IQG1
SIRT2	HST2
ARHGAP18	LRG1
MOV10L1	NAM7
TAF2	TAF2
TLK2	MPS1
APIP	MDE1
DLAT	LAT1
PSMA3	PRE10
HIST1H3H	HHT1
HIST1H3H	HHT2
DCX	DUN1
SLC38A7	AVT6
SLC38A7	AVT5
SLC38A7	AVT7
MTO1	MTO1
HEMK1	MTQ1
